Título,Nota,URL,Etiquetas,Comentario
La Chingona Aravaca,Mexicano,https://www.google.com/maps/place/La+Chingona+Aravaca/data=!4m2!3m1!1s0xd41870b76dad70d:0x2823341360c39e65,,
El rey de los tacos,Tacos,https://www.google.com/maps/place/El+rey+de+los+tacos/data=!4m2!3m1!1s0xd422786214193c9:0x2dd8f142807ef8b1,,
Tiki Taco,Tacos mexicanos buenos baratos,https://www.google.com/maps/place/Tiki+Taco/data=!4m2!3m1!1s0xd4229e2a9bf99dd:0x1e22a63b6e71f260,,
Restaurante Tepic,Mexicano carete elegante,https://www.google.com/maps/place/Restaurante+Tepic/data=!4m2!3m1!1s0xd4228861540811f:0x3c9fbbb2ca0658ac,,
Takos Al Pastor,Mejores tacos de madrid,https://www.google.com/maps/place/Takos+Al+Pastor/data=!4m2!3m1!1s0xd42287dec736e4f:0x5156e65b93e6f08a,,
Restaurante Don Giovanni,Espectacular italiano,https://www.google.com/maps/place/Restaurante+Don+Giovanni/data=!4m2!3m1!1s0xd422618dd94bc3d:0xa4b200520520246d,,
Pante Cucina Siciliana,Italiano carete ,https://www.google.com/maps/place/Pante+Cucina+Siciliana/data=!4m2!3m1!1s0xd4229268f3820c7:0x5e53d5bdeda2003c,,
Numa Pompilio,Italiano elegante caro de pelotas,https://www.google.com/maps/place/Numa+Pompilio/data=!4m2!3m1!1s0xd422898216f9e11:0x1b6a353bb1230e5f,,
Pizzeria Felicitá,Italiano,https://www.google.com/maps/place/Pizzeria+Felicit%C3%A1/data=!4m2!3m1!1s0xd41893f60c22ebd:0xf76a7e31195c7148,,
Trattoria Dove Andiamo?,Italiano,https://www.google.com/maps/place/Trattoria+Dove+Andiamo%3F/data=!4m2!3m1!1s0xd418dff71a9a84f:0x74abce4f5775ce14,,
HOUSTON BURGER,Hamburguesas,https://www.google.com/maps/place/HOUSTON+BURGER/data=!4m2!3m1!1s0xd418f005664b097:0x4fa53cfaad6741dc,,
South Burger,Smash burguers ,https://www.google.com/maps/place/South+Burger/data=!4m2!3m1!1s0xd4221ece2837be3:0xafb00f45ba3e443,,
Beata Pasta,,https://www.google.com/maps/place/Beata+Pasta/data=!4m2!3m1!1s0xd4229f22c456043:0x684db88be5999a5,,
Pizzería Vesuvio,pizzería historica,https://www.google.com/maps/place/Pizzer%C3%ADa+Vesuvio/data=!4m2!3m1!1s0xd422887077d5c55:0xf36d4a9f4905e7bc,,
Chicago Style Pizza,Pizzas chicago ,https://www.google.com/maps/place/Chicago+Style+Pizza/data=!4m2!3m1!1s0xd4229338285a5f3:0xb83fc68778c010d5,,
Picsa,Pizzas,https://www.google.com/maps/place/Picsa/data=!4m2!3m1!1s0xd4228f9ef4e0a15:0x717f5305be332cd2,,
Nugu Burger,Hamburguesas envueltas por el pan,https://www.google.com/maps/place/Nugu+Burger/data=!4m2!3m1!1s0xd42298f4283526b:0xb42a0087c5234c2f,,
Casa Vila de Cruces,pulpo,https://www.google.com/maps/place/Casa+Vila+de+Cruces/data=!4m2!3m1!1s0xd4228bbd3300001:0x135f07540f299e29,,
Restaurante Manila Urban Grill,,https://www.google.com/maps/place/Restaurante+Manila+Urban+Grill/data=!4m2!3m1!1s0xd418d78118b34d5:0x35bf53ea20415475,,
Rocacho Plaza,,https://www.google.com/maps/place/Rocacho+Plaza/data=!4m2!3m1!1s0xd42290649101749:0x8bc220bcc09b2a87,,
